86031	JOB_SURA	F	62	62	62	0	0	0.45
86031	JOB_WARRIOR	M	83	83	83	0	0	0.20
86031	JOB_WARRIOR	F	72	75	72	0	0	0.30
86035	JOB_ASSASSIN	M	73	73	73	0	0	0.30
86035	JOB_ASSASSIN	F	54	65	62	0	0	0.40
86035	JOB_SHAMAN	M	78	78	78	0	0	0.30
86035	JOB_SHAMAN	F	62	62	62	0	0	0.45
86035	JOB_SURA	M	85	85	85	0	0	0.25
86035	JOB_SURA	F	62	62	62	0	0	0.45
86035	JOB_WARRIOR	M	83	83	83	0	0	0.20
86035	JOB_WARRIOR	F	72	75	72	0	0	0.30
86041	JOB_ASSASSIN	M	73	73	73	0	0	0.30
86041	JOB_ASSASSIN	F	54	65	62	0	0	0.40
86041	JOB_SHAMAN	M	78	78	78	0	0	0.30
86041	JOB_SHAMAN	F	62	62	62	0	0	0.45
86041	JOB_SURA	M	85	85	85	0	0	0.25
86041	JOB_SURA	F	62	62	62	0	0	0.45
86041	JOB_WARRIOR	M	83	83	83	0	0	0.20
86041	JOB_WARRIOR	F	72	75	72	0	0	0.30
86045	JOB_ASSASSIN	M	73	73	73	0	0	0.30
86045	JOB_ASSASSIN	F	54	65	62	0	0	0.40
86045	JOB_SHAMAN	M	78	78	78	0	0	0.30
86045	JOB_SHAMAN	F	62	62	62	0	0	0.45
86045	JOB_SURA	M	85	85	85	0	0	0.25
86045	JOB_SURA	F	62	62	62	0	0	0.45
86045	JOB_WARRIOR	M	83	83	83	0	0	0.20
86045	JOB_WARRIOR	F	72	75	72	0	0	0.30
86051	JOB_ASSASSIN	M	73	73	73	0	0	0.30
86051	JOB_ASSASSIN	F	54	65	62	0	0	0.40
86051	JOB_SHAMAN	M	78	78	78	0	0	0.30
86051	JOB_SHAMAN	F	62	62	62	0	0	0.45
86051	JOB_SURA	M	85	85	85	0	0	0.25
86051	JOB_SURA	F	62	62	62	0	0	0.45
86051	JOB_WARRIOR	M	83	83	83	0	0	0.20
86051	JOB_WARRIOR	F	72	75	72	0	0	0.30
86055	JOB_ASSASSIN	M	73	73	73	0	0	0.30
86055	JOB_ASSASSIN	F	54	65	62	0	0	0.40
86055	JOB_SHAMAN	M	78	78	78	0	0	0.30
86055	JOB_SHAMAN	F	62	62	62	0	0	0.45
86055	JOB_SURA	M	85	85	85	0	0	0.25
86055	JOB_SURA	F	62	62	62	0	0	0.45
86055	JOB_WARRIOR	M	83	83	83	0	0	0.20
86055	JOB_WARRIOR	F	72	75	72	0	0	0.30
